Retsku	Product Title	Detailed Description	Categorization	Product URL	Primary Image URL	Alternate Image URL	Selling Price	Regular Price	Condition	Manufacturer Name	Manufacturer Part Number	Availability	Gender	Bid Type	Bid Amount
LD-2277	14K Yellow Solid Gold Womens Five Stone Diamond Anniversary Ring 0.49 Ctw	This elegant womens anniversary ring is crafted in lustrous 14K Yellow Gold. The center is highlighted with brilliant five round cut diamonds which are held by prong settings. This diamond ring gleams with exquisiteness and elegance.	Jewelry & Watches > Fine Jewelry > Rings	http://www.avianneandco.com/14k-yellow-gold-womens-diamond-anniversary-band-0-49-ctw.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/f/i/file_81_1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/f/i/file_80_1.jpg	628	1750	New	Avianne & Co	LD-2277	Yes	women	Absolute	0.25
P12001	14K Yellow Solid Gold Womens Diamond Jade Heart Pendant 0.10 Ctw	"This exquisite womens diamond heart pendant is crafted in lustrous 14K Yellow Gold. The center features large heart shape green Jade gemstone which is attached to the bale with small round cut diamonds. The frame measures to 1 Inches in length and approximately 3/4 Inches in width. Weighing approximately 4 grams, this lovely womens diamond pendant is an ideal accessory for an every day casual wear.  Note: The chain is for illustration purposes only and may be purchased separately."	Jewelry & Watches > Fine Jewelry > Necklaces & Pendants	http://www.avianneandco.com/14k-yellow-gold-womens-diamond-heart-pendant-0-10-ctw-3563.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/p/1/p12001-1_1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/p/1/p12001-1_1.jpg	623	1750	New	Avianne & Co	P12001	Yes	women	Absolute	0.25
R125924	14K White Solid Gold Womens Diamond Wedding Band 0.59 Ctw	This elegant womens diamond wedding band is crafted in highly gleaming 14K White Gold. The frame is set with brilliant round cut diamonds which are VS in clarity and G in color. The frame measures to 1/8 Inches in width and weighs approximately 2.5 grams. This glamorous womens diamond wedding band is an ideal gift for that special someone.	Jewelry & Watches > Engagement & Wedding > Wedding/Bridal Bands	http://www.avianneandco.com/14k-white-gold-womens-diamond-wedding-band-0-59-ctw-7156.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/1/r125924-1_1.jpeg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/1/r125924-2.jpg	623	1750	New	Avianne & Co	R125924	Yes	women	Absolute	0.25
R3735	14K White Solid Gold Womens Three Stone Diamond Engagement Ring 0.35 Ctw	This lovely womens engagement ring is handcrafted in lustrous 14K white gold. Three stones in the center are held by prong settings and total to 0.35 carats. The frame frame in the center measures to 3/16 inches in width and the band weighs approximately 3.7 grams. This lovely womens engagement ring is an ideal gift at an affordable value.	Jewelry & Watches > Engagement & Wedding > Engagement Rings	http://www.avianneandco.com/14k-white-gold-womens-three-stone-diamond-engagement-ring-0-35-ctw.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/3/r3735-1_1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/3/r3735-3.jpg	623	1750	New	Avianne & Co	R3735	Yes	women	Absolute	0.25
R56899	14K Two Tone Solid Gold Mens Diamond Pinky Ring 0.27 Ctw	This elegant mens diamond pinky ring is handcrafted in lustrous 14K yellow and white gold. The center is channel set with five small round cut diamonds and an additional bezel set one round cut diamond. The frame measures to 3/8 Inches in width and weighs approximately 6 grams. This one of a kind mens pinky ring is an ideal accessory for an every day casual wear.	Jewelry & Watches > Fine Jewelry > Rings	http://www.avianneandco.com/14k-two-tone-gold-mens-diamond-pinky-ring-0-27-ctw.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/5/r56899-1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/5/r56899-2.jpg	609	1600	New	Avianne & Co	R56899	Yes	men	Absolute	0.25
ADCRP3045RS	10K Rose Gold Mens Diamond Cross Pendant 0.62 Ctw	"This exquisite mens diamond cross pendant is handcrafted in 10k rose gold. The center is micro set with small round cut white diamonds which total to 0.62 carats. The frame measures to 2 1/8 inches in length and 1 1/8 inches in width. Weighing 4.7 grams, this pendant is an ideal accessory for an every day casual wear.  Note: This chain is for illustration purposes only."	Jewelry & Watches > Fine Jewelry > Necklaces & Pendants	http://www.avianneandco.com/10k-yellow-gold-mens-diamond-cross-pendant-0-62-ctw-12098.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/a/d/adcrp3045rose-1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/a/d/adcrp3045rose-1.jpg	609	1801	New	Avianne & Co	ADCRP3045RS	Yes	men	Absolute	0.25
VR03409A	10K White Solid Gold Diamond Wedding Band Set 0.45 Ctw	"This exquisite diamond wedding band set is crafted in 10K White Gold. The engagement ring comes with a matching womens wedding band and they are both pave set with numerous small round cut diamonds which are H in color and SI1/SI2 in clarity. This set comes with a matching mens wedding band which is also adorned with brilliant round cut diamonds and measures to 1/4 Inches in width. Weighing approximately 6.5 grams, this finely detailed wedding band set is an ideal gift at an affordable value."	Jewelry & Watches > Engagement & Wedding > Wedding/Bridal Bands	http://www.avianneandco.com/10k-white-gold-diamond-wedding-band-set-0-45-ctw.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/v/r/vr03409a-1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/i/m/im-2_66.jpg	607	1690	New	Avianne & Co	VR03409A	Yes	Unisex	Absolute	0.25
VR003718	10K White Solid Gold Diamond Wedding Band Set 0.55 Ctw	"Gleaming in absolute elegance, this uniquely designed diamond wedding band set is crafted in 10K White Gold. The engagement ring is pave set with brilliant small round cut diamonds and comes with a matching womens diamond wedding band which measures to 3/16 Inches in width. The bridal ring set comes with an additional mens diamond wedding band which is also pave set with numerous small round cut diamonds and measures to 1/4 Inches in width. Weighing approximately 6.3 grams, this lovely diamond three ring wedding band set is an ideal gift for him and her."	Jewelry & Watches > Engagement & Wedding > Wedding/Bridal Bands	http://www.avianneandco.com/10k-white-gold-diamond-wedding-band-set-0-55-ctw.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/v/r/vr003718a-1_1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/v/r/vr003718-5.jpg	600	1800	New	Avianne & Co	VR003718	Yes	Unisex	Absolute	0.25
VR003718A	10K Yellow Solid Gold Diamond Wedding Band Set 0.55 Ctw	"Gleaming in absolute elegance, this uniquely designed diamond wedding band set is crafted in 10K Yellow Gold. The engagement ring is pave set with brilliant small round cut diamonds and comes with a matching womens diamond wedding band which measures to 3/16 Inches in width. The bridal ring set comes with an additional mens diamond wedding band which is also pave set with numerous small round cut diamonds and measures to 1/4 Inches in width. Weighing approximately 6.3 grams, this lovely diamond three ring wedding band set is an ideal gift for him and her."	Jewelry & Watches > Engagement & Wedding > Wedding/Bridal Bands	http://www.avianneandco.com/10k-yellow-gold-diamond-wedding-band-set-0-55-ctw-4910.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/v/r/vr003718-1_1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/v/r/vr003718a-5.jpg	600	1800	New	Avianne & Co	VR003718A	Yes	Unisex	Absolute	0.25
VE2004A	10K White Solid Gold Diamond Box Stud Earrings 0.70 Ctw	"These uniquely designed diamond stud earrings are pave set with numerous small round cut diamonds which total to 0.70 carats. The frame is crafted in 10K White Gold and they both weigh approximately 2.5 grams. Measuring to 5/16 Inches in length and width, these small diamond stud earrings are ideal for both men and women."	Jewelry & Watches > Fine Jewelry > Earrings	http://www.avianneandco.com/10k-white-gold-diamond-stud-earrings-0-70-ctw.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/v/e/ve2004a-1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/v/e/ve2004a-2.jpg	599	1750	New	Avianne & Co	VE2004A	Yes	men	Absolute	0.25
R3943	14K Yellow Solid Gold Mens Diamond Pinky Ring 0.12 Ctw	This one of a kind mens diamond pinky ring is crafted in highly polished 14K Yellow Gold. The center features small round cut diamonds which are held by invisible setting.  This affordable mens diamond ring is an ideal accessory for an every day casual wear.  Please inquire about resizing.	Jewelry & Watches > Fine Jewelry > Rings	http://www.avianneandco.com/14k-yellow-gold-mens-diamond-ring-0-10-ctw.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/I/M/IMG_0706_1.JPG	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/I/M/IMG_0705_1.JPG	595	625	New	Avianne & Co	R3943	Yes	men	Absolute	0.25
CH27031	"14K Yellow Gold Fancy Chain 20.5"" 3 mm"	"This fancy chain is handcrafted in lustrous 14k yellow gold. The chain measures to 20.5 inches in length and 1/8 inches in width. Weighing 6.2 grams, this chain locks with durable lobster claw clasp."	Jewelry & Watches > Fine Jewelry > Necklaces & Pendants	http://www.avianneandco.com/14k-yellow-gold-fancy-chain-20-5-3-mm.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch27031-1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch27031-1.jpg	589	1750	New	Avianne & Co	CH27031	Yes	men	Absolute	0.25
R27209	10K White Gold Mens Star Sapphire Ring 1.50 Ctw	This one of a kind mens ring is handcrafted in 10k white gold. The center is bezel set with one blue star sapphire which weighs 1.50 carats. The frame measures to 11 mm in width and weighs 5.9 grams.	Jewelry & Watches > Fine Jewelry > Rings	http://www.avianneandco.com/10k-white-gold-mens-star-sapphire-ring-1-50-ctw.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/2/r27209-3.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/2/r27209-1.jpg	589	1750	New	Avianne & Co	R27209	Yes	men	Absolute	0.25
R25633	10K White Solid Gold Mens Diamond Wedding Band 0.50 Ctw	"This one of a kind mens diamond wedding band is handcrafted in 10K white gold. Channel set in the center, small baguette cut diamonds total to 0.50 carats. The center measures to 10 mmi n width and the band weighs approximately 5.4 grams."	Jewelry & Watches > Fine Jewelry > Rings	http://www.avianneandco.com/10k-white-gold-mens-diamond-wedding-band-0-50-ctw.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/2/r25633-1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/2/r25633-2.jpg	586	1650	New	Avianne & Co	R25633	Yes	men	Absolute	0.25
BR25931	10K Yellow Gold Womens Diamond Topaz Bangle Bracelet 3.75 Ctw	"This lovely womens diamond topaz bracelet is handcrafted in lustrous 10K yellow gold. Five heart shaped blue topaz gemstones are prong set among brilliant small round cut diamonds which are G/H in color and VS/SI in clarity. The bangle measures 2.5 inches form left to right and 2 1/8 inches from top to bottom. Weighing 5.1 grams, this bangle is 8 mm in width and securely locks with slide in clasp and one safety latch."	Jewelry & Watches > Fine Jewelry > Bracelets	http://www.avianneandco.com/10k-yellow-gold-womens-diamond-topaz-bangle-bracelet-3-75-ctw.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/b/r/br25931-1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/b/r/br25931-2.jpg	586	1645	New	Avianne & Co	BR25931	Yes	women	Absolute	0.25
ADFSR2352	14K Yellow Solid Gold Mens Diamond Wedding Band 0.20 Ctw	This exquisite mens diamond wedding band is crafted in 14K Yellow Gold. The curved rectangle center piece is highlighted with numerous small round cut diamonds which are carefully placed on micro pave setting. This simple yet elegant mens diamond wedding band is an ideal gift for that special occasion.	Jewelry & Watches > Fine Jewelry > Rings	http://www.avianneandco.com/14k-yellow-gold-mens-diamond-wedding-band-0-20-ctw.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/f/s/fsr2352-1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/f/s/fsr2352-2.jpg	569	816	New	Avianne & Co	ADFSR2352	Yes	men	Absolute	0.25
R26436	14K Tri Color Gold Mens Wedding Band	"This beautifully designed mens wedding band is crafted in 14k gold. The center features uniquely crafted design which is made from 14k white, yellow and rose gold. The band weighs 7.7 grams and measures to 7.9 mm in width."	Jewelry & Watches > Fine Jewelry > Rings	http://www.avianneandco.com/14k-tri-color-gold-mens-wedding-band.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/2/r26436a-1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/2/r26436a-1.jpg	569	1585	New	Avianne & Co	R26436	Yes	men	Absolute	0.25
FSR3135T1	10K Yellow Solid Gold Diamond Engagement Ring 0.40 Ctw	This uniquely designed womens diamond engagement ring is crafted in 10K Yellow Gold. The square center piece is pave set with numerous small round cut blue diamonds. Numerous round cut white diamonds are pave set as side stones next to the center piece. This finely detailed womens diamond engagement ring is an ideal gift at a very affordable price.	Jewelry & Watches > Engagement & Wedding > Engagement Rings	http://www.avianneandco.com/10k-yellow-gold-womens-diamond-engagement-ring-0-40-ctw.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/F/S/FSR3135T1-2.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/F/S/FSR3135T1-2.jpg	566	737	New	Avianne & Co	FSR3135T1	Yes	women	Absolute	0.25
ASP26142	14K White Solid Gold Mens Diamond Cross Pendant 0.45 Ctw	This elegant mens diamond cross is crafted in 14K white gold. The center and the bale are pave set with numerous small round cut diamonds. Represent your religion with this stylish diamond cross.  Note: This chain is for illustration purposes only and may be purchased separately.	Jewelry & Watches > Fine Jewelry > Necklaces & Pendants	http://www.avianneandco.com/14k-white-gold-mens-diamond-cross-pendant-0-45-ctw.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/a/s/asp26142-1_1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/I/M/IMG_0273.JPG	565	1550	New	Avianne & Co	ASP26142	Yes	men	Absolute	0.25
VR03075A	10K White Solid Gold Diamond Wedding Band Set 0.50 Ctw	"Gleaming in absolute elegance, this uniquely designed diamond wedding band set is crafted in 10K White Gold. The engagement ring is pave set with brilliant small round cut diamonds and comes with a matching womens diamond wedding band which measures to 3/16 Inches in width. The bridal ring set comes with an additional mens diamond wedding band which is also pave set with numerous small round cut diamonds and measures to 3/16 Inches in width. Weighing approximately 5.7 grams, this lovely diamond three ring wedding band set is an ideal gift for him and her."	Jewelry & Watches > Engagement & Wedding > Wedding/Bridal Bands	http://www.avianneandco.com/10k-white-gold-diamond-wedding-band-set-0-50-ctw.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/v/r/vr03075a-1_2.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/v/r/vr03075a-2_1.jpg	565	1570	New	Avianne & Co	VR03075A	Yes	Unisex	Absolute	0.25
R53109	14K Yellow Solid Gold Mens Diamond Onyx Pinky Ring 0.11 Ctw	"This elegant mens diamond pinky ring is crafted in 14K Yellow Gold. The center is bezel set with one black square onyx stone which is surrounded with small round cut diamonds on the opposite side. Measuring to 3/8 Inches in width, the ring weighs approximately 5.7 grams. This simple yet alluring mens pinky diamond ring is an ideal accessory for an every day fashion wear."	Jewelry & Watches > Fine Jewelry > Rings	http://www.avianneandco.com/14k-yellow-gold-mens-diamond-pinky-ring-0-11-ctw.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/m/im-1_251.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/5/r53109-2.jpg	565	1575	New	Avianne & Co	R53109	Yes	men	Absolute	0.25
VR03075	10K Yellow Solid Gold Diamond Wedding Band Set 0.50 Ctw	"Gleaming in absolute elegance, this uniquely designed diamond wedding band set is crafted in 10K Yellow Gold. The engagement ring is pave set with brilliant small round cut diamonds and comes with a matching womens diamond wedding band which measures to 3/16 Inches in width. The bridal ring set comes with an additional mens diamond wedding band which is also pave set with numerous small round cut diamonds and measures to 3/16 Inches in width. Weighing approximately 5.7 grams, this lovely diamond three ring wedding band set is an ideal gift for him and her."	Jewelry & Watches > Engagement & Wedding > Wedding/Bridal Bands	http://www.avianneandco.com/10k-yellow-gold-diamond-wedding-band-set-0-50-ctw.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/v/r/vr03075-1_2.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/v/r/vr03075-2_1.jpg	560	1570	New	Avianne & Co	VR03075	Yes	Unisex	Absolute	0.25
VR03792	10K Yellow Solid Gold Diamond Wedding Band Set 0.36 Ctw	"Gleaming in absolute elegance, this uniquely designed diamond wedding band set is crafted in 10K Yellow Gold. The engagement ring is pave set with brilliant small round cut diamonds and comes with a matching womens diamond wedding band which measures to 3/16 Inches in width. The bridal ring set comes with an additional mens diamond wedding band which is also pave set with numerous small round cut diamonds and measures to 1/4 Inches in width. Weighing approximately 5.8 grams, this lovely diamond three ring wedding band set is an ideal gift for him and her."	Jewelry & Watches > Engagement & Wedding > Wedding/Bridal Bands	http://www.avianneandco.com/10k-yellow-gold-diamond-wedding-band-set-0-36-ctw.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/v/r/vr03792-1_1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/v/r/vr03792-1.jpg	559	1660	New	Avianne & Co	VR03792	Yes	Unisex	Absolute	0.25
VR03792A	10K White Solid Gold Diamond Wedding Band Set 0.36 Ctw	"Gleaming in absolute elegance, this uniquely designed diamond wedding band set is crafted in 10K White Gold. The engagement ring is pave set with brilliant small round cut diamonds and comes with a matching womens diamond wedding band which measures to 3/16 Inches in width. The bridal ring set comes with an additional mens diamond wedding band which is also pave set with numerous small round cut diamonds and measures to 1/4 Inches in width. Weighing approximately 5.8 grams, this lovely diamond three ring wedding band set is an ideal gift for him and her."	Jewelry & Watches > Engagement & Wedding > Wedding/Bridal Bands	http://www.avianneandco.com/10k-white-gold-diamond-wedding-band-set-0-36-ctw.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/v/r/vr03792a-1_1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/v/r/vr03792a-1.jpg	559	1660	New	Avianne & Co	VR03792A	Yes	Unisex	Absolute	0.25
ADTR2402MFEW	10K White Gold Diamond Wedding Band Set 0.24 Ctw	"This one of a kind diamond wedding band set is handcrafted in lustrous 10k white gold. The engagement ring measures to 7.4 mm in width and is micro set with small round cut diamonds which total to 0.10 carats. The womans wedding band measures to 4.4 mm in width and is micro set with 0.05 carat diamonds. The matching mens wedding band measures to 6.2 mm in width and carries a total of 0.09 carat diamonds. This exquisite diamond wedding band set, weighing 7.7 grams, is an ideal gift for that special occasion."	Jewelry & Watches > Engagement & Wedding > Wedding/Bridal Bands	http://www.avianneandco.com/10k-white-gold-diamond-wedding-band-set-0-22-ctw-11556.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/a/d/adtr2402mfe-1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/a/d/adtr2402mfe-1.jpg	555	1554	New	Avianne & Co	ADTR2402MFEW	Yes	Unisex	Absolute	0.25
CRP3193T1	14K Yellow Solid Gold Diamond Cross Pendant with Blue and Yellow Diamonds 0.35 Ctw	This small unisex diamond cross is crafted in 14K Yellow Gold. The center is adorned with small round cut yellow diamonds. Four corners and the bale are pave set with small white and blue round cut diamonds. This finely detailed unisex diamond cross is an ideal addition to your diamond collection.	Jewelry & Watches > Fine Jewelry > Necklaces & Pendants	http://www.avianneandco.com/14k-yellow-gold-unisex-diamond-cross-0-35-ctw.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/C/R/CRP3193T1-2.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/C/R/CRP3193T1-1.jpg	554	779	New	Avianne & Co	CRP3193T1	Yes	men	Absolute	0.25
ADFSR2510	14K Two Tone Gold Mens Diamond Wedding Band 0.03 Ctw	This elegant and simple mens diamond wedding band is handcrafted in lustrous 14k yellow and white gold. The center is bezel set with one round cut diamond which weighs 0.03 carats. The band measures to 6.9 mm in width and weighs 5.9 grams.	Jewelry & Watches > Fine Jewelry > Rings	http://www.avianneandco.com/14k-two-tone-gold-mens-diamond-wedding-band-0-03-ctw.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/a/d/adfsr2510-1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/a/d/adfsr2510-1.jpg	554	1475	New	Avianne & Co	ADFSR2510	Yes	men	Absolute	0.25
23231	"18K White Gold Fancy Chain 24"" 2 mm"	"This elegant gold chain is handcrafted in lustrous 18k white gold. The chain measures to 24 inches in length and 1/8 inches in width. Weighing 5.7 grams, this chain locks with durable spring clasp closure."	Jewelry & Watches > Fine Jewelry > Necklaces & Pendants	http://www.avianneandco.com/18k-white-gold-fancy-chain-24-2-mm.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/2/3/23231-2.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/2/3/23231-3.jpg	550	1650	New	Avianne & Co	23231	Yes	men	Absolute	0.25
ADFSR2337	14K Yellow Gold Mens Diamond Wedding Band 0.25 Ctw	This elegant mens diamond wedding band is handcrafted in 14k yellow gold. Small round cut diamonds are micro set half way around the band and total to 0.25 carats. The band measures to 7.1 mm in width and weighs 3.8 grams.	Jewelry & Watches > Engagement & Wedding > Wedding/Bridal Bands	http://www.avianneandco.com/14k-yellow-gold-mens-diamond-wedding-band-0-25-ctw-11632.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/a/d/adfsr2337-1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/a/d/adfsr2337-2.jpg	542	1167	New	Avianne & Co	ADFSR2337	Yes	men	Absolute	0.25
R2545	14K White Solid Gold Mens Diamond Wedding Band 0.25 Ctw	"This elegant mens diamond wedding band is set with numerous small baguette cut diamonds which total to 0.25 carats. The band measures to 3/16 Inches in width and weighs approximately 4.5 grams. Crafted in lustrous 14K White Gold, this exquisite mens diamond wedding band is an ideal gift at an affordable value."	Jewelry & Watches > Fine Jewelry > Rings	http://www.avianneandco.com/14k-white-gold-mens-diamond-wedding-band-0-25-ctw-3553.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/2/r2545-1_2.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/2/r2545-2.jpg	542	1250	New	Avianne & Co	R2545	Yes	men	Absolute	0.25
ER22BK	14K Solid Gold Black Rhodium Plated Black Diamond Cluster Stud Earrings 1.00 Ctw	These uniquely designed diamond stud earrings are crafted in 14K gold and dipped in black rhodium. Seven round cut black diamonds are placed in the center of each earring. The frame measures to 1/4 inches in diameter and securely locks with the screw back closure. These one of a kind diamond stud earrings weigh approximately 2 grams.	Jewelry & Watches > Fine Jewelry > Earrings	http://www.avianneandco.com/14k-gold-black-rhodium-plated-black-diamond-cluster-stud-earrings-1-00-ctw.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/e/r/er22bk-1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/e/r/er22bk-2.jpg	539	1500	New	Avianne & Co	ER22BK	Yes	men	Absolute	0.25
BR126461	Black Onyx Ball Bead Bracelet with Swarovski Crystals	"Stand out with this one of a kind onyx ball bead bracelet which measures to 8 inches in length The piece features three white, two red and and three black swarovski crystal ball and they measure to 10 mm in diameter..  Nine onyx beads are placed across the bracelet and measure to 7 mm in diameter. The adjustable bracelet is detailed with two additional small onyx stones which are placed on opposite ends."	Jewelry & Watches > Fine Jewelry > Bracelets	http://www.avianneandco.com/onyx-ball-bead-bracelet-with-swarovski-crystals-7977.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/b/r/br126461-1_1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/b/r/br126461-2.jpg	535	1500	New	Avianne & Co	BR126461	Yes	men	Absolute	0.25
VE02016W	10K White Gold Diamond Stud Earrings 0.53 Ctw	"These large diamond stud earrings are crafted in 10K white Gold. The center of each earring is pave set with brilliant small round cut diamonds which are H/I in color and SI in clarity. The square frame measures to 1/2 inches in length and width and securely locks with a durable screw back closure. Weighing approximately 3.6 grams, these elegant diamond stud earrings are ideal for both men and women."	Jewelry & Watches > Fine Jewelry > Earrings	http://www.avianneandco.com/10k-yellow-gold-diamond-stud-earrings-0-85-ctw-11783.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/v/e/ve02016w-3.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/v/e/ve02016w-4.jpg	534	1500	New	Avianne & Co	VE02016W	Yes	men	Absolute	0.25
R25705	14K White Solid Gold Diamond Engagement Ring 0.32 Ctw	This elegant womens engagement ring is crafted in 14K white gold. The center is set with one oval shaped diamond which weighs 0.11 carats. The rest of the frame is set with additional small round cut diamonds which total to 0.21 carats. The frame measures to 10 mm in width and weighs 2.5 grams.	Jewelry & Watches > Engagement & Wedding > Engagement Rings	http://www.avianneandco.com/14k-white-gold-diamond-engagement-ring-0-32-ctw.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/2/r25705-1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/2/r25705-3.jpg	534	1500	New	Avianne & Co	R25705	Yes	women	Absolute	0.25
